"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Pleuronectes platessa","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","headed","Fresh, headed",1.2,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","headed","Fresh, headed",1.39,"Iceland","ISL","IS","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","filleted","Frozen, filleted",2.6,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","filleted, skinned","Frozen, filleted, skinned",2.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.05,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.07,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.07,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.11,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Pleuronectes platessa","Frozen","gutted","Frozen, gutted",1.11,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",2
"Pleuronectes platessa","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Pleuronectes platessa","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.04,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.05,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.05,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted","Fresh, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","filleted, skinned","Frozen, filleted, skinned",1.8,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","filleted, skinned","Frozen, filleted, skinned",2.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted","Frozen, gutted",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted","Frozen, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectiformes","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.4,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Plotosus spp","Fresh","gutted","Fresh, gutted",1.11,"Faroe Islands","FRO","FO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.11,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.14,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.14,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.15,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.16,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.17,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.18,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.18,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.19,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.2,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted","Fresh, gutted",1.22,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.3,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.36,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.38,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.5,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.51,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","gutted and headed","Fresh, gutted and headed",1.6,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Fresh","headed","Fresh, headed",1.3,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","filleted","Frozen, filleted",3.1,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","filleted, skinned","Frozen, filleted, skinned",2.3,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","gutted","Frozen, gutted",1.14,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pollachius pollachius","Frozen","gutted","Frozen, gutted",1.15,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Frozen","gutted","Frozen, gutted",1.17,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","gutted","Frozen, gutted",1.18,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","gutted","Frozen, gutted",1.22,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Frozen","gutted and headed","Frozen, gutted and headed",1.36,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pollachius pollachius","Frozen","gutted and headed","Frozen, gutted and headed",1.38,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","gutted and headed","Frozen, gutted and headed",1.51,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius pollachius","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pollachius pollachius","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pollachius virens","Fresh","filleted","Fresh, filleted",1.7,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius virens","Fresh","filleted","Fresh, filleted",1.89,"Iceland","ISL","IS","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pollachius virens","Fresh","filleted","Fresh, filleted",2.46,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Pollachius virens","Fresh","filleted","Fresh, filleted",2.9,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
